400
0,0
1,0.577579
2,1.08089
3,1.76656
4,2.27027
5,4.63668
6,5.34719
7,6.16047
8,4.43246
9,2.21303
10,1.0716
11,10.9188
12,7.5034
13,11.8969
14,2.08235
15,0.216928
16,11.002
17,15.7894
18,15.8451
19,9.59953
20,11.9142
21,19.954
22,12.5384
23,6.33296
24,10.6957
25,11.0557
26,25.5731
27,15.3499
28,10.9316
29,8.81662
30,17.567
31,12.7625
32,7.81363
33,7.91535
34,27.6228
35,2.6794
36,22.0449
37,33.5439
38,4.63504
39,12.0489
40,21.3927
41,30.2799
42,22.5059
43,9.70474
44,29.1302
45,10.467
46,31.8494
47,25.9732
48,38.2896
49,19.1803
50,0.239173
51,9.35093
52,12.238
53,51.3386
54,20.5708
55,48.1392
56,38.8405
57,7.85176
58,5.91035
59,15.7658
60,48.6352
61,13.1241
62,54.5348
63,19.0993
64,6.26485
65,7.00413
66,53.9898
67,38.6001
68,66.1441
69,15.6498
70,69.147
71,4.92071
72,71.2303
73,51.9948
74,43.6821
75,19.8047
76,51.0691
77,72.8221
78,18.3704
79,48.0952
80,33.2472
81,40.1164
82,56.3596
83,74.5973
84,64.2567
85,70.631
86,46.3715
87,17.6944
88,0.809312
89,33.7146
90,60.8698
91,54.2496
92,40.0779
93,68.6548
94,4.84371
95,8.67116
96,74.4486
97,17.3503
98,25.2602
99,86.3484
100,34.3779
101,86.2775
102,62.6749
103,11.2107
104,13.1213
105,54.7207
106,0.211444
107,43.1801
108,64.685
109,102.335
110,52.3768
111,20.0319
112,42.5933
113,60.5527
114,88.2233
115,15.8928
116,105.22
117,44.4028
118,21.4431
119,26.5409
120,24.7413
121,116.184
122,107.344
123,55.0864
124,60.4997
125,101.445
126,100.555
127,35.7396
128,92.9389
129,68.047
130,28.9875
131,34.4833
132,80.5789
133,41.0279
134,118.301
135,129.79
136,34.943
137,105.766
138,0.127407
139,53.3308
140,118.217
141,55.8252
142,121.828
143,68.1376
144,130.95
145,91.0887
146,106.916
147,59.1884
148,55.522
149,58.6204
150,104.591
151,132.092
152,78.7367
153,69.3584
154,99.5155
155,145.749
156,152.85
157,131.525
158,14.1194
159,41.7739
160,100.059
161,56.7487
162,116.685
163,20.3521
164,84.0198
165,163.623
166,80.4708
167,15.3205
168,82.7149
169,157.97
170,153.417
171,87.8293
172,171.121
173,119.764
174,119.781
175,144.261
176,62.9553
177,155.663
178,53.6716
179,160.35
180,119.466
181,7.70593
182,165.088
183,99.9557
184,77.1424
185,174.197
186,70.9814
187,124.903
188,106.471
189,132.338
190,78.337
191,65.0084
192,49.8379
193,53.0847
194,86.4968
195,141.078
196,109.52
197,151.185
198,45.2473
199,97.5452
200,137.729
201,40.7221
202,190.742
203,9.7917
204,163.095
205,109.909
206,104.443
207,171.27
208,47.0671
209,169.682
210,82.1368
211,97.6136
212,18.7118
213,126.036
214,106.026
215,170.193
216,150.525
217,1.26251
218,202.068
219,44.3421
220,142.47
221,6.60382
222,58.5081
223,3.93693
224,147.658
225,199.509
226,183.062
227,63.4838
228,44.2404
229,180.954
230,136.761
231,119.519
232,149.368
233,140.426
234,87.3431
235,191.287
236,93.7942
237,85.3854
238,167.415
239,184.518
240,101.05
241,8.59415
242,55.8263
243,188.98
244,18.4144
245,86.8788
246,169.857
247,74.5191
248,191.333
249,238.897
250,192.329
251,211.871
252,181.779
253,182.606
254,226.769
255,134.745
256,123.586
257,140.587
258,54.5562
259,72.9545
260,55.1612
261,152.443
262,141.843
263,262.774
264,143.606
265,94.3938
266,208.136
267,22.6816
268,213.238
269,259.198
270,104.124
271,77.2412
272,207.151
273,46.8906
274,210.764
275,215.543
276,194.048
277,248.766
278,54.1201
279,34.4348
280,75.2409
281,93.84
282,142.239
283,176.116
284,279.9
285,199.932
286,84.6152
287,177.682
288,187.392
289,124.724
290,162.932
291,14.2364
292,123.254
293,109.032
294,164.842
295,168.425
296,195.206
297,145.18
298,207.992
299,211.927
300,178.895
301,121.183
302,150.439
303,72.8999
304,224.968
305,7.55299
306,99.3096
307,116.76
308,150.921
309,153.304
310,113.353
311,40.3026
312,262.191
313,192.281
314,172.06
315,172.282
316,60.3402
317,298.639
318,145.615
319,185.362
320,73.2606
321,266.323
322,19.3393
323,176.174
324,182.336
325,212.993
326,320.638
327,89.2095
328,95.5929
329,227.355
330,137.21
331,159.777
332,323.467
333,44.3968
334,63.4758
335,307.453
336,177.993
337,1.93331
338,163.179
339,122.656
340,148.37
341,284.426
342,221.2
343,253.356
344,81.1134
345,77.3487
346,33.9133
347,37.8377
348,258.734
349,254.867
350,296.307
351,187.017
352,198.181
353,244.389
354,76.7331
355,157.384
356,166.613
357,14.9623
358,191.833
359,141.468
360,348.427
361,154.716
362,32.1711
363,282.949
364,329.349
365,146.946
366,158.592
367,149.573
368,89.8614
369,297.073
370,91.6438
371,224.969
372,116.653
373,359.073
374,92.6956
375,331.646
376,234.335
377,287.043
378,131.027
379,12.1469
380,21.651
381,69.8772
382,59.2865
383,364.672
384,254.036
385,165.566
386,49.6745
387,168.869
388,186.914
389,126.845
390,56.1415
391,222.06
392,348.854
393,118.931
394,25.1823
395,167.218
396,253.784
397,353.246
398,354.565
399,107.796
